chr	B	bias	conv	pGC	pop	mType	dataset
chr9	0.532813306305484	2.18793723586577	OK	0.405693028241304	TSI	TS (CpG-)	TS (CpG+)
chr10	0.471026363786381	2.32916804477399	OK	0.413121348891077	TSI	TS (CpG-)	TS (CpG+)
chr11	0.506721318606875	2.23855204289539	OK	0.40980283687192	TSI	TS (CpG-)	TS (CpG+)
chr12	0.516964302377281	2.38783612219403	OK	0.399366679082686	TSI	TS (CpG-)	TS (CpG+)
chr13	0.478947357265292	2.29314858586341	OK	0.38058566218098	TSI	TS (CpG-)	TS (CpG+)
chr14	0.468766799118694	2.22169466991169	OK	0.402289755352032	TSI	TS (CpG-)	TS (CpG+)
chr15	0.63394379260409	1.98086801021985	OK	0.416973426601596	TSI	TS (CpG-)	TS (CpG+)
chr16	0.619857996563063	2.1985180698895	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.441654190200706	TSI	TS (CpG-)	TS (CpG+)
chr17	0.539832377048921	2.48950851984533	OK	0.451774637320191	TSI	TS (CpG-)	TS (CpG+)
chr18	0.488477683115762	2.3130194736903	OK	0.394483652390647	TSI	TS (CpG-)	TS (CpG+)
chr19	0.543758185453863	2.71184646044728	OK	0.485898712575656	TSI	TS (CpG-)	TS (CpG+)
chr20	0.696067269022129	2.38719885759625	OK	0.437544137683925	TSI	TS (CpG-)	TS (CpG+)
chr21	0.524321229030223	2.6784467314647	OK	0.404910540809394	TSI	TS (CpG-)	TS (CpG+)
chr22	0.572765316590724	2.47760678219129	OK	0.48338941796869	TSI	TS (CpG-)	TS (CpG+)
chr1	0.250848753993743	2.25895951400113	OK	0.412374648530722	CHB	TS (CpG-)	TS (CpG+)
chr2	0.309715812357837	2.14492350386629	OK	0.398628319815568	CHB	TS (CpG-)	TS (CpG+)
chr3	0.270512957943501	1.90598068070419	OK	0.389379234811301	CHB	TS (CpG-)	TS (CpG+)
chr4	0.223925199513067	2.07512517767841	OK	0.375092853408067	CHB	TS (CpG-)	TS (CpG+)
chr5	0.258451230923189	2.10224582813006	OK	0.390715913369654	CHB	TS (CpG-)	TS (CpG+)
chr6	0.188588072858369	2.12713412658069	OK	0.391786273493499	CHB	TS (CpG-)	TS (CpG+)
chr7	0.222970603616447	2.17604343874066	OK	0.397532736020502	CHB	TS (CpG-)	TS (CpG+)
chr8	0.259605082229238	2.01879622791796	OK	0.395712112036796	CHB	TS (CpG-)	TS (CpG+)
chr9	0.254185990016676	2.09105937772751	OK	0.405611558525433	CHB	TS (CpG-)	TS (CpG+)
chr10	0.228811196008197	2.2730158900989	OK	0.411483962960395	CHB	TS (CpG-)	TS (CpG+)
chr11	0.388065868443253	2.21857501979829	OK	0.409425168177803	CHB	TS (CpG-)	TS (CpG+)
chr12	0.225850563658164	2.19987454075339	OK	0.399165847271611	CHB	TS (CpG-)	TS (CpG+)
chr13	0.272387130708616	2.2045595074554	OK	0.380109967904281	CHB	TS (CpG-)	TS (CpG+)
chr14	0.318968339140241	2.1439881863649	OK	0.401540823370356	CHB	TS (CpG-)	TS (CpG+)
chr15	0.271896567158432	1.9261046785784	OK	0.416152390257887	CHB	TS (CpG-)	TS (CpG+)
chr16	0.464405472696375	2.08764588867849	OK	0.439990612876544	CHB	TS (CpG-)	TS (CpG+)
chr17	0.291787252107083	2.43252646004918	OK	0.450196189452468	CHB	TS (CpG-)	TS (CpG+)
chr18	0.32929408600534	2.23931436589914	OK	0.394485068280126	CHB	TS (CpG-)	TS (CpG+)
chr19	0.113207163275843	2.58250872262562	OK	0.482885818102431	CHB	TS (CpG-)	TS (CpG+)
chr20	0.305310860731455	2.2679142381386	OK	0.437327951348653	CHB	TS (CpG-)	TS (CpG+)
chr21	0.37141268514449	2.46144439892091	OK	0.402590764062035	CHB	TS (CpG-)	TS (CpG+)
chr22	0.384691085409011	2.4058758807868	OK	0.484713416024736	CHB	TS (CpG-)	TS (CpG+)
chr1	0.588896561161079	2.90128041359506	OK	0.447710722392878	YRI	TS (CpG+)	TV (CpG-)
chr2	0.572222590044036	2.6589564468339	OK	0.432812104194955	YRI	TS (CpG+)	TV (CpG-)
chr3	0.551234562518687	2.66798339818748	OK	0.417057657142034	YRI	TS (CpG+)	TV (CpG-)
chr4	0.49370533482207	2.93979821841687	OK	0.406531397902873	YRI	TS (CpG+)	TV (CpG-)
chr5	0.409101269676634	2.70341837357938	OK	0.422756845945607	YRI	TS (CpG+)	TV (CpG-)
chr6	0.460062836779117	2.71056646707677	OK	0.423407926736001	YRI	TS (CpG+)	TV (CpG-)
chr7	0.516396035363292	2.59537151917401	OK	0.43895038384574	YRI	TS (CpG+)	TV (CpG-)
chr8	0.595119565688374	3.00526561919486	OK	0.429675442509686	YRI	TS (CpG+)	TV (CpG-)
chr9	0.653449309830158	2.50450689090258	OK	0.446602685849671	YRI	TS (CpG+)	TV (CpG-)
chr10	0.526813523906727	2.66859739829312	OK	0.448863520885908	YRI	TS (CpG+)	TV (CpG-)
chr11	0.982638582143963	3.0877303722379	OK	0.449328864828697	YRI	TS (CpG+)	TV (CpG-)
chr12	0.559376224230398	2.62477821238737	OK	0.433872800101587	YRI	TS (CpG+)	TV (CpG-)
chr13	0.45911596121236	2.81221460945569	OK	0.415657750801098	YRI	TS (CpG+)	TV (CpG-)
chr14	0.475299583357448	2.52085052010751	OK	0.438932950073205	YRI	TS (CpG+)	TV (CpG-)
chr15	0.857812946164904	2.63311171723178	OK	0.447812404962974	YRI	TS (CpG+)	TV (CpG-)
chr16	0.765779307986307	2.45049692883459	OK	0.481703299457707	YRI	TS (CpG+)	TV (CpG-)
chr17	0.73388615846631	2.51325647704573	OK	0.490795178833456	YRI	TS (CpG+)	TV (CpG-)
chr18	0.596007060557951	2.79951017949307	OK	0.428396981573565	YRI	TS (CpG+)	TV (CpG-)
chr19	0.906597690720669	2.61862749607598	OK	0.523666435383028	YRI	TS (CpG+)	TV (CpG-)
chr20	0.811446023343554	2.64749311892052	OK	0.474992375292163	YRI	TS (CpG+)	TV (CpG-)
chr21	0.694016341776666	2.62429374774063	OK	0.456911892699912	YRI	TS (CpG+)	TV (CpG-)
chr22	0.760572684651477	2.45927466657023	OK	0.523688698958504	YRI	TS (CpG+)	TV (CpG-)
chr1	0.423970242752235	2.58446639357022	OK	0.447308337379417	TSI	TS (CpG+)	TV (CpG-)
chr2	0.451515879675043	2.63007106572468	OK	0.432707592290066	TSI	TS (CpG+)	TV (CpG-)
chr3	0.505867193306798	2.68669678282607	OK	0.416607881807135	TSI	TS (CpG+)	TV (CpG-)
chr4	0.477363675044302	2.89931099909263	OK	0.406820655723624	TSI	TS (CpG+)	TV (CpG-)
chr5	0.417788453370227	2.75285706955374	OK	0.42419776476922	TSI	TS (CpG+)	TV (CpG-)
chr6	0.396745416818469	2.68109830100278	OK	0.424407021136769	TSI	TS (CpG+)	TV (CpG-)
chr7	0.573106711266984	2.59051736450408	OK	0.438878376403541	TSI	TS (CpG+)	TV (CpG-)
chr8	0.475144178335994	2.76821747832002	OK	0.429617093856315	TSI	TS (CpG+)	TV (CpG-)
chr9	0.661808901501014	2.52704739812899	OK	0.44605129297577	TSI	TS (CpG+)	TV (CpG-)
chr10	0.289238962527181	2.57905561559718	OK	0.449902399223326	TSI	TS (CpG+)	TV (CpG-)
chr11	0.517946053597249	2.68662634114597	OK	0.447976908828988	TSI	TS (CpG+)	TV (CpG-)
chr12	0.439306537460516	2.58398754800529	OK	0.434157991050679	TSI	TS (CpG+)	TV (CpG-)
chr13	0.40644130070972	2.76766100686741	OK	0.415182093052037	TSI	TS (CpG+)	TV (CpG-)
chr14	0.496778460028451	2.63862943480497	OK	0.438072892141982	TSI	TS (CpG+)	TV (CpG-)
chr15	0.978985139954845	2.40490225967701	OK	0.447401804602382	TSI	TS (CpG+)	TV (CpG-)
chr16	0.847286847084334	2.38813450679948	OK	0.47984036724148	TSI	TS (CpG+)	TV (CpG-)
chr17	0.667281039462702	2.36951031092206	OK	0.492595972533831	TSI	TS (CpG+)	TV (CpG-)
chr18	0.478879946021232	2.66711025661538	OK	0.429128487765801	TSI	TS (CpG+)	TV (CpG-)
chr19	0.734322893982585	2.5502539265982	OK	0.524429603090355	TSI	TS (CpG+)	TV (CpG-)
chr20	0.899576389616732	2.69529466799811	OK	0.47638205082459	TSI	TS (CpG+)	TV (CpG-)
chr21	0.541936712548891	2.50156855755871	OK	0.456947686698326	TSI	TS (CpG+)	TV (CpG-)
chr22	0.78810625146978	2.44933712888484	OK	0.522782185666667	TSI	TS (CpG+)	TV (CpG-)
chr1	0.3644640427673	2.46621859494154	OK	0.449260703433761	CHB	TS (CpG+)	TV (CpG-)
chr2	0.347153398575436	2.4392114125163	OK	0.433445203840091	CHB	TS (CpG+)	TV (CpG-)
chr3	0.419064782025352	2.53839358686916	OK	0.416750135986469	CHB	TS (CpG+)	TV (CpG-)
chr4	0.426274370480333	2.79804553295374	OK	0.405713763293546	CHB	TS (CpG+)	TV (CpG-)
chr5	0.32777883074812	2.5955579509427	OK	0.424044226547087	CHB	TS (CpG+)	TV (CpG-)
chr6	0.313968271947417	2.55457755130413	OK	0.42432106960843	CHB	TS (CpG+)	TV (CpG-)
chr7	0.556772600348098	2.66915972265592	OK	0.438305590287339	CHB	TS (CpG+)	TV (CpG-)
chr8	0.390583704490619	2.57369776405291	OK	0.43009188641016	CHB	TS (CpG+)	TV (CpG-)
chr9	0.527592330005323	2.31551441845195	OK	0.445744478299071	CHB	TS (CpG+)	TV (CpG-)
chr10	0.243999530222866	2.67544355052395	OK	0.44953650802563	CHB	TS (CpG+)	TV (CpG-)
chr11	0.535688590883257	2.54770395170891	OK	0.447936471927053	CHB	TS (CpG+)	TV (CpG-)
chr12	0.454799420129331	2.60246416321521	OK	0.434495018037731	CHB	TS (CpG+)	TV (CpG-)
chr13	0.356082199715607	2.67135047118941	OK	0.41632445950649	CHB	TS (CpG+)	TV (CpG-)
chr14	0.342536208020902	2.43919727365345	OK	0.438490609527838	CHB	TS (CpG+)	TV (CpG-)
chr15	0.361538828744827	2.19783559191046	OK	0.447155678361279	CHB	TS (CpG+)	TV (CpG-)
chr16	0.868648025298625	2.41707633892282	OK	0.478284678116463	CHB	TS (CpG+)	TV (CpG-)
chr17	0.610756572901498	2.35309947846613	OK	0.490466144286676	CHB	TS (CpG+)	TV (CpG-)
chr18	0.489308889815709	2.55910763302669	OK	0.429361096211884	CHB	TS (CpG+)	TV (CpG-)
chr19	0.660457146345268	2.36691577912066	OK	0.521317348546763	CHB	TS (CpG+)	TV (CpG-)
chr20	0.506660644672273	2.57198852868611	OK	0.474887498187079	CHB	TS (CpG+)	TV (CpG-)
chr21	0.686741677124714	2.62807667965789	OK	0.455579726647807	CHB	TS (CpG+)	TV (CpG-)
chr22	0.651089720445178	2.26653511140478	OK	0.522753879498575	CHB	TS (CpG+)	TV (CpG-)
chr1	0.415321845420043	1.76205054286849	OK	0.410290134551131	YRI	TV (CpG-)	TS (CpG-)
chr2	1.44912239484264	2.86813044902843	OK	0.397773753979045	YRI	TV (CpG-)	TS (CpG-)
chr3	0.498035010977541	1.74322143250585	OK	0.387846759239608	YRI	TV (CpG-)	TS (CpG-)
chr4	0.573338724502696	1.82598557107821	OK	0.375546887901391	YRI	TV (CpG-)	TS (CpG-)
chr5	0.556469348464052	1.77854355466488	OK	0.388581357180729	YRI	TV (CpG-)	TS (CpG-)
chr6	0.423070570373835	1.79272274243243	OK	0.389660999547971	YRI	TV (CpG-)	TS (CpG-)
chr7	1.43049336817108	2.78244978293444	OK	0.397790008971034	YRI	TV (CpG-)	TS (CpG-)
chr8	0.673357310595844	1.96448382146482	OK	0.396610978212938	YRI	TV (CpG-)	TS (CpG-)
chr9	0.663271991944988	1.61540112218277	OK	0.403419921942384	YRI	TV (CpG-)	TS (CpG-)
chr10	0.426870269430883	1.7548788460306	OK	0.411145380463524	YRI	TV (CpG-)	TS (CpG-)
chr11	0.683396487691516	1.70330054475437	OK	0.40892537134754	YRI	TV (CpG-)	TS (CpG-)
chr12	0.493785068666498	1.74052499372404	OK	0.397030615232237	YRI	TV (CpG-)	TS (CpG-)
chr13	0.513854969219153	1.78674532038759	OK	0.379012024688818	YRI	TV (CpG-)	TS (CpG-)
chr14	0.56313619482741	1.70041653438069	OK	0.401306913356862	YRI	TV (CpG-)	TS (CpG-)
chr15	0.713186643689736	1.69403338920272	OK	0.417029479736473	YRI	TV (CpG-)	TS (CpG-)
chr16	0.840941284574434	1.78080548614645	OK	0.442344174832068	YRI	TV (CpG-)	TS (CpG-)
chr17	0.585558048558565	1.73071212355115	OK	0.449184342534465	YRI	TV (CpG-)	TS (CpG-)
chr18	0.585410030878215	1.76150916945581	OK	0.392752642933091	YRI	TV (CpG-)	TS (CpG-)
chr19	0.47016502601926	1.80845956344416	OK	0.483190547731923	YRI	TV (CpG-)	TS (CpG-)
chr20	0.643671212291296	1.79546510994895	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.438600176459479	YRI	TV (CpG-)	TS (CpG-)
chr21	0.638814280202477	1.62773747132579	OK	0.401841757176769	YRI	TV (CpG-)	TS (CpG-)
chr22	0.465412251751305	1.73173526825602	OK	0.486409798302062	YRI	TV (CpG-)	TS (CpG-)
chr1	0.0894979606846292	1.76207277109452	OK	0.410537686647489	TSI	TV (CpG-)	TS (CpG-)
chr2	0.391670436095069	1.71720074630862	OK	0.397982594685792	TSI	TV (CpG-)	TS (CpG-)
chr3	0.418795239111975	1.8127374106653	OK	0.388389702900208	TSI	TV (CpG-)	TS (CpG-)
chr4	0.404617314222808	1.81197209915578	OK	0.376432669005312	TSI	TV (CpG-)	TS (CpG-)
chr5	0.352319532582076	1.81165938442523	OK	0.389522801197846	TSI	TV (CpG-)	TS (CpG-)
chr6	0.348724986405868	1.82993068299734	OK	0.390888404429471	TSI	TV (CpG-)	TS (CpG-)
chr7	0.464061561737616	1.75858685919203	OK	0.398718474252047	TSI	TV (CpG-)	TS (CpG-)
chr8	0.429136468261092	1.82056866907948	OK	0.396805109626908	TSI	TV (CpG-)	TS (CpG-)
chr9	0.562645678700503	1.68477833897453	OK	0.402532329740999	TSI	TV (CpG-)	TS (CpG-)
chr10	0.30401572144688	1.80045678615093	OK	0.412690650100054	TSI	TV (CpG-)	TS (CpG-)
chr11	0.438816316373037	1.74866388086278	OK	0.408574104397303	TSI	TV (CpG-)	TS (CpG-)
chr12	0.350279681197698	1.79608280601714	OK	0.397738906149621	TSI	TV (CpG-)	TS (CpG-)
chr13	0.337500168449482	1.79967594684214	OK	0.378983824026365	TSI	TV (CpG-)	TS (CpG-)
chr14	0.37720568311357	1.71175164330815	OK	0.400718971530812	TSI	TV (CpG-)	TS (CpG-)
chr15	0.554451005763677	1.78309865155297	OK	0.416301252629998	TSI	TV (CpG-)	TS (CpG-)
chr16	0.567959420112056	1.74002394756875	OK	0.440648079034749	TSI	TV (CpG-)	TS (CpG-)
chr17	0.568095919666134	1.85808054047517	OK	0.452000349904206	TSI	TV (CpG-)	TS (CpG-)
chr18	0.393661182796114	1.7993753483467	OK	0.393700996833038	TSI	TV (CpG-)	TS (CpG-)
chr19	0.170857063457026	1.77350712245362	OK	0.48468015687644	TSI	TV (CpG-)	TS (CpG-)
chr20	0.471720060453419	1.75227505050255	OK	0.438075330208061	TSI	TV (CpG-)	TS (CpG-)
chr21	0.385436163009131	1.62937231036629	OK	0.404961936715416	TSI	TV (CpG-)	TS (CpG-)
chr22	0.509443572479509	1.7781682185018	OK	0.485209268398461	TSI	TV (CpG-)	TS (CpG-)
chr1	-0.00940756267166177	1.66028372225994	OK	0.41133601391521	CHB	TV (CpG-)	TS (CpG-)
chr2	0.326179236802659	1.63929315051484	OK	0.397849367887143	CHB	TV (CpG-)	TS (CpG-)
chr3	0.37064563658909	1.7180139437466	OK	0.38903048437542	CHB	TV (CpG-)	TS (CpG-)
chr4	0.360419924448044	1.7606067685477	OK	0.375948843114599	CHB	TV (CpG-)	TS (CpG-)
chr5	0.353971783703689	1.71144179042975	OK	0.389261836741083	CHB	TV (CpG-)	TS (CpG-)
chr6	0.341574890738343	1.74363924818204	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.39070039911554	CHB	TV (CpG-)	TS (CpG-)
chr7	0.309848764889224	1.60592337830049	OK	0.397824358906548	CHB	TV (CpG-)	TS (CpG-)
chr8	0.354531396280221	1.67342362842009	OK	0.397199238592822	CHB	TV (CpG-)	TS (CpG-)
chr9	0.476660159667053	1.61201813258906	OK	0.402745596470975	CHB	TV (CpG-)	TS (CpG-)
chr10	0.257874533371092	1.64206018207935	OK	0.41279351665989	CHB	TV (CpG-)	TS (CpG-)
chr11	0.416691891592807	1.69859029320467	OK	0.408072375168245	CHB	TV (CpG-)	TS (CpG-)
chr12	0.323445801407348	1.71096255848719	OK	0.397367698121598	CHB	TV (CpG-)	TS (CpG-)
chr13	0.281313416786891	1.6975365051598	OK	0.378673148480818	CHB	TV (CpG-)	TS (CpG-)
chr14	0.26815403502996	1.68154225184517	OK	0.400771186087543	CHB	TV (CpG-)	TS (CpG-)
chr15	0.511852561476048	1.63439555524345	OK	0.416377118078956	CHB	TV (CpG-)	TS (CpG-)
chr16	0.509061739237132	1.67241314270911	OK	0.440333333638981	CHB	TV (CpG-)	TS (CpG-)
chr17	0.5012075684535	1.76474654173444	OK	0.451550572318683	CHB	TV (CpG-)	TS (CpG-)
chr18	0.334583732922426	1.68344045779245	OK	0.394096899024438	CHB	TV (CpG-)	TS (CpG-)
chr19	0.3651133856318	1.79949816628461	OK	0.481801873471444	CHB	TV (CpG-)	TS (CpG-)
chr20	0.402622814999371	1.67096244875335	OK	0.437432532323986	CHB	TV (CpG-)	TS (CpG-)
chr21	0.352037209497091	1.52389852936207	OK	0.40232306952268	CHB	TV (CpG-)	TS (CpG-)
chr22	0.420546193664139	1.71743618395406	OK	0.485683892618626	CHB	TV (CpG-)	TS (CpG-)
chr1	0.359085133540686	2.38535489705796	OK	0.411183605813014	YRI	TS (CpG-)	TV (CpG-)
chr2	0.560003178131584	2.53118957214621	OK	0.398268125775816	YRI	TS (CpG-)	TV (CpG-)
chr3	0.666394844572637	2.67482801997737	OK	0.389204314677045	YRI	TS (CpG-)	TV (CpG-)
chr4	0.502975636110257	2.86036473918666	OK	0.375546107223123	YRI	TS (CpG-)	TV (CpG-)
chr5	0.34781744046983	2.43254322749217	OK	0.390279706099115	YRI	TS (CpG-)	TV (CpG-)
chr6	0.445836877935337	2.64597683066225	OK	0.390722982752314	YRI	TS (CpG-)	TV (CpG-)
chr7	0.634417231203737	2.58928589565124	OK	0.398024629707425	YRI	TS (CpG-)	TV (CpG-)
chr8	0.516510497850121	2.64235721630125	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.395872826362342	YRI	TS (CpG-)	TV (CpG-)
chr9	0.647692412103087	2.2877313823079	OK	0.405911955671485	YRI	TS (CpG-)	TV (CpG-)
chr10	0.550660352463329	2.46958462306568	OK	0.411691508523355	YRI	TS (CpG-)	TV (CpG-)
chr11	0.507702463115625	2.41987854586955	OK	0.410083791259598	YRI	TS (CpG-)	TV (CpG-)
chr12	0.356847312234663	2.34833127461084	OK	0.398987658601007	YRI	TS (CpG-)	TV (CpG-)
chr13	0.347728137311885	2.43838194095694	OK	0.381346478399431	YRI	TS (CpG-)	TV (CpG-)
chr14	0.650253465216935	2.61804700410968	OK	0.402443952263673	YRI	TS (CpG-)	TV (CpG-)
chr15	0.725647471969289	2.34418891304824	OK	0.416598750133844	YRI	TS (CpG-)	TV (CpG-)
chr16	0.563976711170911	2.16905079385799	OK	0.441865114670035	YRI	TS (CpG-)	TV (CpG-)
chr17	0.395526989117531	2.17137900608425	OK	0.449266659396123	YRI	TS (CpG-)	TV (CpG-)
chr18	0.522820447784903	2.41088836224197	OK	0.393556201066111	YRI	TS (CpG-)	TV (CpG-)
chr19	0.465773083887213	2.4501218265744	OK	0.485334907279258	YRI	TS (CpG-)	TV (CpG-)
chr20	0.509709475329904	2.33600454392468	OK	0.438628158680659	YRI	TS (CpG-)	TV (CpG-)
chr21	0.609316485769321	2.34542193536234	OK	0.4030211991464	YRI	TS (CpG-)	TV (CpG-)
chr22	0.589724279644497	2.08138483949879	OK	0.485506875990693	YRI	TS (CpG-)	TV (CpG-)
chr1	0.405282185230269	2.3342264485546	OK	0.410842754077338	TSI	TS (CpG-)	TV (CpG-)
chr2	0.582761303506313	2.38292052860758	OK	0.398607502015141	TSI	TS (CpG-)	TV (CpG-)
chr3	0.5178780192703	2.44104424282914	OK	0.389635060647222	TSI	TS (CpG-)	TV (CpG-)
chr4	0.439166603429704	2.5961342677122	OK	0.375591679327122	TSI	TS (CpG-)	TV (CpG-)
chr5	0.604319833845253	2.47070528849147	OK	0.39101927970047	TSI	TS (CpG-)	TV (CpG-)
chr6	0.416075610418496	2.40231619443345	OK	0.392198775702805	TSI	TS (CpG-)	TV (CpG-)
chr7	0.556468646510997	2.34978299050542	OK	0.398165378983585	TSI	TS (CpG-)	TV (CpG-)
chr8	0.38195925625952	2.37505160371315	OK	0.395410292752042	TSI	TS (CpG-)	TV (CpG-)
chr9	0.585155502150803	2.27180104424135	OK	0.405693028241304	TSI	TS (CpG-)	TV (CpG-)
chr10	0.457086697441476	2.42973487343616	OK	0.413121348891077	TSI	TS (CpG-)	TV (CpG-)
chr11	0.494765083128415	2.44810883986263	OK	0.40980283687192	TSI	TS (CpG-)	TV (CpG-)
chr12	0.454251785187934	2.37803944958221	OK	0.399366679082686	TSI	TS (CpG-)	TV (CpG-)
chr13	0.46802887406672	2.42226206309072	OK	0.38058566218098	TSI	TS (CpG-)	TV (CpG-)
chr14	0.409450224855454	2.36953704936435	OK	0.402289755352032	TSI	TS (CpG-)	TV (CpG-)
chr15	0.606636242187128	2.08437084245024	OK	0.416973426601596	TSI	TS (CpG-)	TV (CpG-)
chr16	0.697185133866059	2.13378195963206	OK	0.441654190200706	TSI	TS (CpG-)	TV (CpG-)
chr17	0.447654497176314	2.09497359266806	OK	0.451774637320191	TSI	TS (CpG-)	TV (CpG-)
chr18	0.431541740592129	2.36535085321057	OK	0.394483652390647	TSI	TS (CpG-)	TV (CpG-)
chr19	0.409487166423517	2.15352261255394	OK	0.485898712575656	TSI	TS (CpG-)	TV (CpG-)
chr20	0.647309797866883	2.35764565600473	OK	0.437544137683925	TSI	TS (CpG-)	TV (CpG-)
chr21	0.57229458170876	2.32452927601243	OK	0.404910540809394	TSI	TS (CpG-)	TV (CpG-)
chr22	0.626924202667003	2.14319385097077	OK	0.48338941796869	TSI	TS (CpG-)	TV (CpG-)
chr1	0.271465285884682	2.16507015234378	OK	0.412374648530722	CHB	TS (CpG-)	TV (CpG-)
chr2	0.21832830469987	2.13656405861975	OK	0.398628319815568	CHB	TS (CpG-)	TV (CpG-)
chr3	0.293410878294828	2.18049940290694	OK	0.389379234811301	CHB	TS (CpG-)	TV (CpG-)
chr4	0.232316638541482	2.45015596646788	OK	0.375092853408067	CHB	TS (CpG-)	TV (CpG-)
chr5	0.138851928155868	2.2541592813617	OK	0.390715913369654	CHB	TS (CpG-)	TV (CpG-)
chr6	0.074663238251214	2.25358926093013	OK	0.391786273493499	CHB	TS (CpG-)	TV (CpG-)
chr7	0.331472032407905	2.17696655962159	OK	0.397532736020502	CHB	TS (CpG-)	TV (CpG-)
chr8	0.133206901942293	2.17777034389693	OK	0.395712112036796	CHB	TS (CpG-)	TV (CpG-)
chr9	0.324878957261253	2.12255151137116	OK	0.405611558525433	CHB	TS (CpG-)	TV (CpG-)
chr10	0.243635641630501	2.15006671539442	OK	0.411483962960395	CHB	TS (CpG-)	TV (CpG-)
chr11	0.374576068846384	2.26725918208295	OK	0.409425168177803	CHB	TS (CpG-)	TV (CpG-)
chr12	0.230017841922063	2.3260429421588	OK	0.399165847271611	CHB	TS (CpG-)	TV (CpG-)
chr13	0.308589227400466	2.39700910787776	OK	0.380109967904281	CHB	TS (CpG-)	TV (CpG-)
chr14	0.381072688209985	2.17713722021109	OK	0.401540823370356	CHB	TS (CpG-)	TV (CpG-)
chr15	0.270670923809057	1.95995435482353	OK	0.416152390257887	CHB	TS (CpG-)	TV (CpG-)
chr16	0.533171290814506	2.11363749902596	OK	0.439990612876544	CHB	TS (CpG-)	TV (CpG-)
chr17	0.356434362280925	2.03608725392321	OK	0.450196189452468	CHB	TS (CpG-)	TV (CpG-)
chr18	0.335255635784827	2.25019884150594	OK	0.394485068280126	CHB	TS (CpG-)	TV (CpG-)
chr19	0.364687536109893	1.96272970782197	OK	0.482885818102431	CHB	TS (CpG-)	TV (CpG-)
chr20	0.258864657418071	2.14721217558921	OK	0.437327951348653	CHB	TS (CpG-)	TV (CpG-)
chr21	0.314859313767096	2.04086296106184	OK	0.402590764062035	CHB	TS (CpG-)	TV (CpG-)
chr22	0.399111445697901	2.02008266728439	OK	0.484713416024736	CHB	TS (CpG-)	TV (CpG-)
chr1	0.797380513753439	2.53371009767656	OK	0.447710722392878	YRI	TS (CpG+)	TS (CpG-)
chr2	0.569709768841097	2.15069123439423	OK	0.432812104194955	YRI	TS (CpG+)	TS (CpG-)
chr3	1.20354978754445	3.26790915734132	OK	0.417057657142034	YRI	TS (CpG+)	TS (CpG-)
chr4	0.706050314941042	2.65797849161172	OK	0.406531397902873	YRI	TS (CpG+)	TS (CpG-)
chr5	0.52250165237741	2.34962665062963	OK	0.422756845945607	YRI	TS (CpG+)	TS (CpG-)
chr6	0.480094307647428	2.29556463541562	OK	0.423407926736001	YRI	TS (CpG+)	TS (CpG-)
chr7	0.694452185786628	2.22926391241729	OK	0.43895038384574	YRI	TS (CpG+)	TS (CpG-)
chr8	1.17168170788299	3.43499098044387	OK	0.429675442509686	YRI	TS (CpG+)	TS (CpG-)
chr9	0.619152280553089	2.08590255511733	OK	0.446602685849671	YRI	TS (CpG+)	TS (CpG-)
chr10	0.5397756630453	2.29142004338173	OK	0.448863520885908	YRI	TS (CpG+)	TS (CpG-)
chr11	0.934018509020581	2.64032880883631	OK	0.449328864828697	YRI	TS (CpG+)	TS (CpG-)
chr12	0.578697006673436	2.25483838870354	OK	0.433872800101587	YRI	TS (CpG+)	TS (CpG-)
chr13	0.427104945830037	2.21585789319904	OK	0.415657750801098	YRI	TS (CpG+)	TS (CpG-)
chr14	0.650919734914919	2.20205835040909	OK	0.438932950073205	YRI	TS (CpG+)	TS (CpG-)
chr15	0.770622826556092	2.17432604462733	OK	0.447812404962974	YRI	TS (CpG+)	TS (CpG-)
chr16	0.870483026460394	2.24591874436426	OK	0.481703299457707	YRI	TS (CpG+)	TS (CpG-)
chr17	0.651414858539463	2.23923000976567	OK	0.490795178833456	YRI	TS (CpG+)	TS (CpG-)
chr18	0.587695135058781	2.23889224883992	OK	0.428396981573565	YRI	TS (CpG+)	TS (CpG-)
chr19	0.783338446389438	2.38682561721863	OK	0.523666435383028	YRI	TS (CpG+)	TS (CpG-)
chr20	1.05575092583257	2.63722404697482	OK	0.474992375292163	YRI	TS (CpG+)	TS (CpG-)
chr21	0.721353492548223	2.27950763563485	OK	0.456911892699912	YRI	TS (CpG+)	TS (CpG-)
chr22	0.797271597741234	2.38787736224702	OK	0.523688698958504	YRI	TS (CpG+)	TS (CpG-)
chr1	0.42359216338113	2.35148620836889	OK	0.447308337379417	TSI	TS (CpG+)	TS (CpG-)
chr2	0.426373174777229	2.23807872567545	OK	0.432707592290066	TSI	TS (CpG+)	TS (CpG-)
chr3	0.503529008369937	2.29043987361197	OK	0.416607881807135	TSI	TS (CpG+)	TS (CpG-)
chr4	0.442508693438413	2.35558512700209	OK	0.406820655723624	TSI	TS (CpG+)	TS (CpG-)
chr5	0.4842967795576	2.33310958688795	OK	0.42419776476922	TSI	TS (CpG+)	TS (CpG-)
