chr	len	B	pop	cMmb	B_full	mType
chr2A	108022953	0.328272393470954	PAB	0.465934179404098	0.2984076	TS (CpG+)
chr2B	128755405	0.206611903190651	PAB	0.485600263063433	0.2984076	TS (CpG+)
chr3	196562556	0.108439873758352	PAB	0.474322881625174	0.2984076	TS (CpG+)
chr4	189151597	0.0780746532145842	PAB	0.441963016773521	0.2984076	TS (CpG+)
chr5	159319378	0.181438271153201	PAB	0.449510101486604	0.2984076	TS (CpG+)
chr6	168369391	0.235667705574684	PAB	0.443788014602637	0.2984076	TS (CpG+)
chr7	156046543	0.276343005844924	PAB	0.49497964172575	0.2984076	TS (CpG+)
chr8	143338810	0.243346584679535	PAB	0.447044661648499	0.2984076	TS (CpG+)
chr9	110513671	0.314843847674453	PAB	0.5443048241718	0.2984076	TS (CpG+)
chr10	129809613	0.384932981851307	PAB	0.541000796913563	0.2984076	TS (CpG+)
chr11	130782606	0.374407121476112	PAB	0.457647379818853	0.2984076	TS (CpG+)
chr12	130995916	0.294213480979404	PAB	0.479878415811661	0.2984076	TS (CpG+)
chr13	95599650	0.175687282953908	PAB	0.468814235464177	0.2984076	TS (CpG+)
chr14	87716528	0.247154801367004	PAB	0.495860931617319	0.2984076	TS (CpG+)
chr15	80519282	0.376468177508958	PAB	0.551560661341977	0.2984076	TS (CpG+)
chr16	75912362	0.543342829055406	PAB	0.560444471158426	0.2984076	TS (CpG+)
chr17	76554115	0.659249218187323	PAB	0.638680298380616	0.2984076	TS (CpG+)
chr18	74774469	0.271572309687175	PAB	0.484985071027643	0.2984076	TS (CpG+)
chr19	56733099	0.761901895282175	PAB	0.523524055944389	0.2984076	TS (CpG+)
chr20	64035432	0.534486338690846	PAB	0.534906483780439	0.2984076	TS (CpG+)
chr21	33232379	0.326585772915702	PAB	0.575698263580347	0.2984076	TS (CpG+)
chr22	33698415	0.778791175862777	PAB	0.69195787632395	0.2984076	TS (CpG+)
chr1	224244399	0.293300554698163	PPY	0.642153082382352	0.247681	TS (CpG+)
chr2A	108022953	0.300795848986047	PPY	0.690179828897179	0.247681	TS (CpG+)
chr2B	128755405	0.195682473208801	PPY	0.656400081191095	0.247681	TS (CpG+)
chr3	196562556	0.125523168456236	PPY	0.613596077442867	0.247681	TS (CpG+)
chr4	189151597	0.0950888585063195	PPY	0.56983928753283	0.247681	TS (CpG+)
chr5	159319378	0.165529049423574	PPY	0.613949914568803	0.247681	TS (CpG+)
chr6	168369391	0.192929751278587	PPY	0.599534581015054	0.247681	TS (CpG+)
chr7	156046543	0.253827290031257	PPY	0.663407680534762	0.247681	TS (CpG+)
chr8	143338810	0.221156835903107	PPY	0.620324159575158	0.247681	TS (CpG+)
chr9	110513671	0.230124711581352	PPY	0.671821169719956	0.247681	TS (CpG+)
chr10	129809613	0.367618624960696	PPY	0.714636601172171	0.247681	TS (CpG+)
chr11	130782606	0.284401258627173	PPY	0.657364170545663	0.247681	TS (CpG+)
chr12	130995916	0.279167502464236	PPY	0.662672168139975	0.247681	TS (CpG+)
chr13	95599650	0.162111399673083	PPY	0.630184309078788	0.247681	TS (CpG+)
chr14	87716528	0.184388713445198	PPY	0.627026186655573	0.247681	TS (CpG+)
chr15	80519282	0.320690826638879	PPY	0.795223307510517	0.247681	TS (CpG+)
chr16	75912362	0.423372426206385	PPY	0.737246886455712	0.247681	TS (CpG+)
chr17	76554115	0.486454574319801	PPY	0.982215710234586	0.247681	TS (CpG+)
chr18	74774469	0.254204736572503	PPY	0.643343421795248	0.247681	TS (CpG+)
chr19	56733099	0.590749084242152	PPY	0.838214167315053	0.247681	TS (CpG+)
chr20	64035432	0.465935966941349	PPY	0.866454079322368	0.247681	TS (CpG+)
chr21	33232379	0.256822939252681	PPY	0.845245976261057	0.247681	TS (CpG+)
chr22	33698415	0.642764303460995	PPY	0.895640009672324	0.247681	TS (CpG+)
chr1	224244399	0.367351165359719	PPA	0.964983011973026	0.2770443	TV (CpG-)
chr2A	108022953	0.318732624660367	PPA	1.08235779441545	0.2770443	TV (CpG-)
chr2B	128755405	0.242042148983846	PPA	0.926364067802902	0.2770443	TV (CpG-)
chr3	196562556	0.235405027743991	PPA	0.945339749753228	0.2770443	TV (CpG-)
chr4	189151597	0.178243389793981	PPA	0.884169808093771	0.2770443	TV (CpG-)
chr5	159319378	0.266679781279649	PPA	0.95091973422777	0.2770443	TV (CpG-)
chr6	168369391	0.231671727697922	PPA	1.00921407718121	0.2770443	TV (CpG-)
chr7	156046543	0.214671851927345	PPA	1.02012872895254	0.2770443	TV (CpG-)
chr8	143338810	0.335946430843528	PPA	0.870533584150345	0.2770443	TV (CpG-)
chr9	110513671	0.292115599452174	PPA	1.03718611895887	0.2770443	TV (CpG-)
chr10	129809613	0.346918391578102	PPA	1.04977903017405	0.2770443	TV (CpG-)
chr11	130782606	0.355316201292977	PPA	0.966079572576254	0.2770443	TV (CpG-)
chr12	130995916	0.212195131825459	PPA	1.05801476787213	0.2770443	TV (CpG-)
chr13	95599650	0.163771003714627	PPA	1.05737063126141	0.2770443	TV (CpG-)
chr14	87716528	0.213991201263412	PPA	1.10246091360445	0.2770443	TV (CpG-)
chr15	80519282	0.305124384933553	PPA	1.22233414597585	0.2770443	TV (CpG-)
chr16	75912362	0.475298522372237	PPA	1.09856079958766	0.2770443	TV (CpG-)
chr17	76554115	0.431177186545674	PPA	1.3327255038086	0.2770443	TV (CpG-)
chr18	74774469	0.228580150513805	PPA	1.09413511797767	0.2770443	TV (CpG-)
chr19	56733099	0.583465688963569	PPA	1.28797605841727	0.2770443	TV (CpG-)
chr20	64035432	0.423509963948754	PPA	1.24068062595749	0.2770443	TV (CpG-)
chr21	33232379	0.200709791103537	PPA	1.3241352513763	0.2770443	TV (CpG-)
chr22	33698415	0.64996751967698	PPA	1.36505270135152	0.2770443	TV (CpG-)
chr1	224244399	0.36000616335329	PTE	0.936000352436791	0.2624764	TV (CpG-)
chr2A	108022953	0.261161823235008	PTE	0.947423294410477	0.2624764	TV (CpG-)
chr2B	128755405	0.224770489925105	PTE	0.943525606564059	0.2624764	TV (CpG-)
chr3	196562556	0.262809017607636	PTE	0.846442326350805	0.2624764	TV (CpG-)
chr4	189151597	0.211292291029561	PTE	0.832296572368962	0.2624764	TV (CpG-)
chr5	159319378	0.256522630994932	PTE	0.897025180033084	0.2624764	TV (CpG-)
chr6	168369391	0.247972695886781	PTE	0.872533258945121	0.2624764	TV (CpG-)
chr7	156046543	0.223339940819854	PTE	0.883557935445032	0.2624764	TV (CpG-)
chr8	143338810	0.322072221547493	PTE	0.883596555519076	0.2624764	TV (CpG-)
chr9	110513671	0.220104516728494	PTE	1.0279444197852	0.2624764	TV (CpG-)
chr10	129809613	0.272903789257027	PTE	0.993464671972679	0.2624764	TV (CpG-)
chr11	130782606	0.334363268675439	PTE	0.854591170580845	0.2624764	TV (CpG-)
chr12	130995916	0.198624862626788	PTE	0.965486597942553	0.2624764	TV (CpG-)
chr13	95599650	0.170573392410612	PTE	0.918104434343982	0.2624764	TV (CpG-)
chr14	87716528	0.25570048991004	PTE	0.991696175766674	0.2624764	TV (CpG-)
chr15	80519282	0.202013511701674	PTE	1.04989831889643	0.2624764	TV (CpG-)
chr16	75912362	0.361615960121463	PTE	0.754075718957513	0.2624764	TV (CpG-)
chr17	76554115	0.415529826464716	PTE	1.26430676272066	0.2624764	TV (CpG-)
chr18	74774469	0.266062682335601	PTE	0.998797310926666	0.2624764	TV (CpG-)
chr19	56733099	0.441102701122293	PTE	1.03509220470669	0.2624764	TV (CpG-)
chr20	64035432	0.381588047878047	PTE	1.0745071261891	0.2624764	TV (CpG-)
chr21	33232379	0.102985839062189	PTE	1.32679828497131	0.2624764	TV (CpG-)
chr22	33698415	0.506208195413524	PTE	1.24827724830818	0.2624764	TV (CpG-)
chr1	224244399	0.397335087650665	PTS	0.976823813618007	0.3052163	TV (CpG-)
chr2A	108022953	0.304935183403879	PTS	1.02473231552937	0.3052163	TV (CpG-)
chr2B	128755405	0.237339769718421	PTS	0.98437713362705	0.3052163	TV (CpG-)
chr3	196562556	0.266831510809029	PTS	0.915291353484599	0.3052163	TV (CpG-)
chr4	189151597	0.248867147059719	PTS	0.880678653578784	0.3052163	TV (CpG-)
chr5	159319378	0.295516021767246	PTS	0.932681356579321	0.3052163	TV (CpG-)
chr6	168369391	0.263936785917574	PTS	0.996476049906186	0.3052163	TV (CpG-)
chr7	156046543	0.237447434516856	PTS	0.995873238127247	0.3052163	TV (CpG-)
chr8	143338810	0.352002531659315	PTS	0.860785633155218	0.3052163	TV (CpG-)
chr9	110513671	0.238545286727121	PTS	0.982371958472604	0.3052163	TV (CpG-)
chr10	129809613	0.385621191514523	PTS	0.969603223934865	0.3052163	TV (CpG-)
chr11	130782606	0.401195429746045	PTS	0.936805632487439	0.3052163	TV (CpG-)
chr12	130995916	0.227474052798224	PTS	1.02423072094762	0.3052163	TV (CpG-)
chr13	95599650	0.203451487260481	PTS	1.05885752423561	0.3052163	TV (CpG-)
chr14	87716528	0.249669362627375	PTS	1.0321618499075	0.3052163	TV (CpG-)
chr15	80519282	0.284493666290911	PTS	1.19151570169338	0.3052163	TV (CpG-)
chr16	75912362	0.449446301226015	PTS	1.04071631863208	0.3052163	TV (CpG-)
chr17	76554115	0.425897274788481	PTS	1.30625776641415	0.3052163	TV (CpG-)
chr18	74774469	0.27358273803499	PTS	1.012437313464	0.3052163	TV (CpG-)
chr19	56733099	0.547894036638562	PTS	1.09612103609418	0.3052163	TV (CpG-)
chr20	64035432	0.418565969909345	PTS	1.16686923517631	0.3052163	TV (CpG-)
chr21	33232379	0.225172845454592	PTS	1.18714033169248	0.3052163	TV (CpG-)
chr22	33698415	0.579848115807494	PTS	1.25688128218823	0.3052163	TV (CpG-)
chr1	224244399	0.380403107922103	PTT	1.23391395541445	0.3052163	TV (CpG-)
chr2A	108022953	0.283079931045826	PTT	1.26681546981149	0.3052163	TV (CpG-)
chr2B	128755405	0.228843613458628	PTT	1.31680199457596	0.3052163	TV (CpG-)
chr3	196562556	0.254532677940112	PTT	1.18347613468949	0.3052163	TV (CpG-)
chr4	189151597	0.211270506904166	PTT	1.17287800409635	0.3052163	TV (CpG-)
chr5	159319378	0.278873268830034	PTT	1.22586530119209	0.3052163	TV (CpG-)
chr6	168369391	0.250482841436118	PTT	1.29052081558899	0.3052163	TV (CpG-)
chr7	156046543	0.252477048120984	PTT	1.21879461768215	0.3052163	TV (CpG-)
chr8	143338810	0.320532332413894	PTT	1.19331643093255	0.3052163	TV (CpG-)
chr9	110513671	0.240515974560604	PTT	1.32802426250588	0.3052163	TV (CpG-)
chr10	129809613	0.35097037350993	PTT	1.25741980106554	0.3052163	TV (CpG-)
chr11	130782606	0.382062464287954	PTT	1.195401427387	0.3052163	TV (CpG-)
chr12	130995916	0.227487189561071	PTT	1.3265701780109	0.3052163	TV (CpG-)
chr13	95599650	0.173166349725549	PTT	1.41148839908588	0.3052163	TV (CpG-)
chr14	87716528	0.243939244051911	PTT	1.38771683138576	0.3052163	TV (CpG-)
chr15	80519282	0.257632673929263	PTT	1.46313225978938	0.3052163	TV (CpG-)
chr16	75912362	0.435653250939804	PTT	1.38042664201414	0.3052163	TV (CpG-)
chr17	76554115	0.418161903252758	PTT	1.59048641101867	0.3052163	TV (CpG-)
chr18	74774469	0.267438980734793	PTT	1.42034148061503	0.3052163	TV (CpG-)
chr19	56733099	0.532391238706552	PTT	1.39878631735059	0.3052163	TV (CpG-)
chr20	64035432	0.406454718356633	PTT	1.42942100984408	0.3052163	TV (CpG-)
chr21	33232379	0.20157928591414	PTT	1.67470981548762	0.3052163	TV (CpG-)
chr22	33698415	0.527590803478154	PTT	1.52265570605941	0.3052163	TV (CpG-)
chr1	224244399	0.367332007973917	PTV	1.03640950267103	0.2747522	TV (CpG-)
chr2A	108022953	0.238843832121592	PTV	1.07029868449768	0.2747522	TV (CpG-)
chr2B	128755405	0.21569627640726	PTV	1.036759054674	0.2747522	TV (CpG-)
chr3	196562556	0.260856179676182	PTV	1.00552239186256	0.2747522	TV (CpG-)
chr4	189151597	0.252649319554285	PTV	0.951051679298308	0.2747522	TV (CpG-)
chr5	159319378	0.238696091374226	PTV	0.942802169174789	0.2747522	TV (CpG-)
chr6	168369391	0.257284594094612	PTV	1.04649428293929	0.2747522	TV (CpG-)
chr7	156046543	0.208024459497707	PTV	1.04885045126297	0.2747522	TV (CpG-)
chr8	143338810	0.269867546667839	PTV	0.939642585830703	0.2747522	TV (CpG-)
chr9	110513671	0.200617961122996	PTV	0.982442742022898	0.2747522	TV (CpG-)
chr10	129809613	0.323341130424378	PTV	1.03612016163971	0.2747522	TV (CpG-)
chr11	130782606	0.337295640797084	PTV	0.986782244629487	0.2747522	TV (CpG-)
chr12	130995916	0.289733845771441	PTV	1.01027732097813	0.2747522	TV (CpG-)
chr13	95599650	0.128859737460412	PTV	1.09427804372909	0.2747522	TV (CpG-)
chr14	87716528	0.229955480411997	PTV	1.20821292592098	0.2747522	TV (CpG-)
chr15	80519282	0.243575100342157	PTV	1.31118242277422	0.2747522	TV (CpG-)
chr16	75912362	0.343477019038358	PTV	1.07643446538922	0.2747522	TV (CpG-)
chr17	76554115	0.457954098416451	PTV	1.21204962152931	0.2747522	TV (CpG-)
chr18	74774469	0.205909181457492	PTV	1.01831472467916	0.2747522	TV (CpG-)
chr19	56733099	0.44796354855855	PTV	1.13294955240098	0.2747522	TV (CpG-)
chr20	64035432	0.403480525030297	PTV	1.23285688205199	0.2747522	TV (CpG-)
chr21	33232379	0.192646692100192	PTV	1.34169503572926	0.2747522	TV (CpG-)
chr22	33698415	0.538406029906448	PTV	1.26421464195651	0.2747522	TV (CpG-)
chr1	224244399	0.539213403300433	GGG	0.679791882960582	0.4526647	TV (CpG-)
chr2A	108022953	0.494561439684569	GGG	0.707574937442583	0.4526647	TV (CpG-)
chr2B	128755405	0.416824507162532	GGG	0.70611235032187	0.4526647	TV (CpG-)
chr3	196562556	0.45345848556462	GGG	0.696300968433982	0.4526647	TV (CpG-)
chr4	189151597	0.372929230209885	GGG	0.595290755987372	0.4526647	TV (CpG-)
chr5	159319378	0.50456427190321	GGG	0.701217779890288	0.4526647	TV (CpG-)
chr6	168369391	0.417770524747622	GGG	0.719498659764366	0.4526647	TV (CpG-)
chr7	156046543	0.426227242105595	GGG	0.70195171590602	0.4526647	TV (CpG-)
chr8	143338810	0.466037392942709	GGG	0.654799134325619	0.4526647	TV (CpG-)
chr9	110513671	0.493446459578323	GGG	0.697594651759508	0.4526647	TV (CpG-)
chr10	129809613	0.512660921972681	GGG	0.673736943947476	0.4526647	TV (CpG-)
chr11	130782606	0.535464636408231	GGG	0.701107528500886	0.4526647	TV (CpG-)
chr12	130995916	0.441750893515626	GGG	0.734658593494055	0.4526647	TV (CpG-)
chr13	95599650	0.40685134161035	GGG	0.709677895336083	0.4526647	TV (CpG-)
chr14	87716528	0.422330546337041	GGG	0.802327029308636	0.4526647	TV (CpG-)
chr15	80519282	0.454430956771304	GGG	0.7238165044806	0.4526647	TV (CpG-)
chr16	75912362	0.601867801518785	GGG	0.764868550778665	0.4526647	TV (CpG-)
chr17	76554115	0.460854377574155	GGG	0.731276888575543	0.4526647	TV (CpG-)
chr18	74774469	0.470593240162203	GGG	0.720480446466746	0.4526647	TV (CpG-)
chr19	56733099	0.646318361024745	GGG	0.878159419003291	0.4526647	TV (CpG-)
chr20	64035432	0.586096946191667	GGG	0.775384573147947	0.4526647	TV (CpG-)
chr21	33232379	0.463185454458496	GGG	0.814253262498361	0.4526647	TV (CpG-)
chr22	33698415	0.729029819010285	GGG	0.898998603092252	0.4526647	TV (CpG-)
chr1	224244399	0.396853206612587	PAB	0.456978261628212	0.3564253	TV (CpG-)
chr2A	108022953	0.375896602438875	PAB	0.465934179404098	0.3564253	TV (CpG-)
chr2B	128755405	0.354837852608318	PAB	0.485600263063433	0.3564253	TV (CpG-)
chr3	196562556	0.297799787832586	PAB	0.474322881625174	0.3564253	TV (CpG-)
chr4	189151597	0.242410057786449	PAB	0.441963016773521	0.3564253	TV (CpG-)
chr5	159319378	0.316028927812843	PAB	0.449510101486604	0.3564253	TV (CpG-)
chr6	168369391	0.271304690505151	PAB	0.443788014602637	0.3564253	TV (CpG-)
chr7	156046543	0.323409495254448	PAB	0.49497964172575	0.3564253	TV (CpG-)
chr8	143338810	0.380987577892951	PAB	0.447044661648499	0.3564253	TV (CpG-)
chr9	110513671	0.344101547253655	PAB	0.5443048241718	0.3564253	TV (CpG-)
chr10	129809613	0.424633563760983	PAB	0.541000796913563	0.3564253	TV (CpG-)
chr11	130782606	0.421336523272011	PAB	0.457647379818853	0.3564253	TV (CpG-)
chr12	130995916	0.36286370260932	PAB	0.479878415811661	0.3564253	TV (CpG-)
chr13	95599650	0.270272533254602	PAB	0.468814235464177	0.3564253	TV (CpG-)
chr14	87716528	0.309633674669218	PAB	0.495860931617319	0.3564253	TV (CpG-)
chr15	80519282	0.414716700026103	PAB	0.551560661341977	0.3564253	TV (CpG-)
chr16	75912362	0.489395298199829	PAB	0.560444471158426	0.3564253	TV (CpG-)
chr17	76554115	0.464193271303086	PAB	0.638680298380616	0.3564253	TV (CpG-)
chr18	74774469	0.36896550731196	PAB	0.484985071027643	0.3564253	TV (CpG-)
chr19	56733099	0.542753907786663	PAB	0.523524055944389	0.3564253	TV (CpG-)
chr20	64035432	0.510031925430189	PAB	0.534906483780439	0.3564253	TV (CpG-)
chr21	33232379	0.307989407832676	PAB	0.575698263580347	0.3564253	TV (CpG-)
chr22	33698415	0.57066089517617	PAB	0.69195787632395	0.3564253	TV (CpG-)
chr1	224244399	0.314096141307339	PPY	0.642153082382352	0.2764527	TV (CpG-)
chr2A	108022953	0.315473056292489	PPY	0.690179828897179	0.2764527	TV (CpG-)
chr2B	128755405	0.293818057741828	PPY	0.656400081191095	0.2764527	TV (CpG-)
chr3	196562556	0.261256233098947	PPY	0.613596077442867	0.2764527	TV (CpG-)
chr4	189151597	0.210144634433259	PPY	0.56983928753283	0.2764527	TV (CpG-)
chr5	159319378	0.271272426362561	PPY	0.613949914568803	0.2764527	TV (CpG-)
chr6	168369391	0.249533946236028	PPY	0.599534581015054	0.2764527	TV (CpG-)
chr7	156046543	0.263223290497042	PPY	0.663407680534762	0.2764527	TV (CpG-)
chr8	143338810	0.284478394317936	PPY	0.620324159575158	0.2764527	TV (CpG-)
chr9	110513671	0.286183067986459	PPY	0.671821169719956	0.2764527	TV (CpG-)
chr10	129809613	0.335885330926708	PPY	0.714636601172171	0.2764527	TV (CpG-)
chr11	130782606	0.316498081564646	PPY	0.657364170545663	0.2764527	TV (CpG-)
chr12	130995916	0.240094861517513	PPY	0.662672168139975	0.2764527	TV (CpG-)
chr13	95599650	0.219336963271178	PPY	0.630184309078788	0.2764527	TV (CpG-)
chr14	87716528	0.221097512449988	PPY	0.627026186655573	0.2764527	TV (CpG-)
chr15	80519282	0.319105195258094	PPY	0.795223307510517	0.2764527	TV (CpG-)
chr16	75912362	0.413037387113785	PPY	0.737246886455712	0.2764527	TV (CpG-)
chr17	76554115	0.352582777914785	PPY	0.982215710234586	0.2764527	TV (CpG-)
chr18	74774469	0.256760929512053	PPY	0.643343421795248	0.2764527	TV (CpG-)
chr19	56733099	0.410551421256597	PPY	0.838214167315053	0.2764527	TV (CpG-)
chr20	64035432	0.459147562519092	PPY	0.866454079322368	0.2764527	TV (CpG-)
chr21	33232379	0.209204430812838	PPY	0.845245976261057	0.2764527	TV (CpG-)
chr22	33698415	0.493418233591093	PPY	0.895640009672324	0.2764527	TV (CpG-)
