chr	len	B	pop	superpop	cMmb	B_full	mType
chr21	46709983	0.305005358366992	GWD	AFR	1.18783744394654	0.303233282955905	TS (CpG-)
chr22	50818468	0.662299665418333	GWD	AFR	1.25580222976062	0.303233282955905	TS (CpG-)
chr1	248956422	0.35209573752612	IBS	EUR	0.659802753623169	0.311172259360158	TS (CpG-)
chr2	242193529	0.270845777203411	IBS	EUR	0.652269195633069	0.311172259360158	TS (CpG-)
chr3	198295559	0.233648382234357	IBS	EUR	0.678233790887935	0.311172259360158	TS (CpG-)
chr4	190214555	0.238534084569782	IBS	EUR	0.685153357719575	0.311172259360158	TS (CpG-)
chr5	181538259	0.251481854834528	IBS	EUR	0.666531399376611	0.311172259360158	TS (CpG-)
chr6	170805979	0.293656766542174	IBS	EUR	0.694043077081534	0.311172259360158	TS (CpG-)
chr7	159345973	0.283614511584798	IBS	EUR	0.732703239035503	0.311172259360158	TS (CpG-)
chr8	145138636	0.270628025909381	IBS	EUR	0.756043799788503	0.311172259360158	TS (CpG-)
chr9	138394717	0.29091701843497	IBS	EUR	0.949658999574992	0.311172259360158	TS (CpG-)
chr10	133797422	0.370434194954167	IBS	EUR	0.78824846368499	0.311172259360158	TS (CpG-)
chr11	135086622	0.358227464581062	IBS	EUR	0.729612596414053	0.311172259360158	TS (CpG-)
chr12	133275309	0.287417756349426	IBS	EUR	0.720772005262375	0.311172259360158	TS (CpG-)
chr13	114364328	0.240495929999355	IBS	EUR	0.777551818063019	0.311172259360158	TS (CpG-)
chr14	107043718	0.283200117635111	IBS	EUR	0.827328529635653	0.311172259360158	TS (CpG-)
chr15	101991189	0.292327298701199	IBS	EUR	0.979822309068371	0.311172259360158	TS (CpG-)
chr16	90338345	0.43766041340406	IBS	EUR	0.939320232819862	0.311172259360158	TS (CpG-)
chr17	83257441	0.514673797787749	IBS	EUR	0.967874852266942	0.311172259360158	TS (CpG-)
chr18	80373285	0.305216910757379	IBS	EUR	0.921355715230364	0.311172259360158	TS (CpG-)
chr19	58617616	0.564131887457226	IBS	EUR	1.29152882646731	0.311172259360158	TS (CpG-)
chr20	64444167	0.470107925242291	IBS	EUR	0.945271313354318	0.311172259360158	TS (CpG-)
chr21	46709983	0.335264248391421	IBS	EUR	1.19052619309013	0.311172259360158	TS (CpG-)
chr22	50818468	0.627905456569447	IBS	EUR	1.15957602448397	0.311172259360158	TS (CpG-)
chr1	248956422	0.326565983460774	ITU	SAS	0.741655234282594	0.277346892741578	TS (CpG-)
chr2	242193529	0.237434246419428	ITU	SAS	0.728261578225165	0.277346892741578	TS (CpG-)
chr3	198295559	0.202303088109831	ITU	SAS	0.777723985628557	0.277346892741578	TS (CpG-)
chr4	190214555	0.19698692276968	ITU	SAS	0.745592461638403	0.277346892741578	TS (CpG-)
chr5	181538259	0.208683445401304	ITU	SAS	0.751231430139499	0.277346892741578	TS (CpG-)
chr6	170805979	0.265683631512267	ITU	SAS	0.757211182520513	0.277346892741578	TS (CpG-)
chr7	159345973	0.243430418950488	ITU	SAS	0.832519641707935	0.277346892741578	TS (CpG-)
chr8	145138636	0.243457295974734	ITU	SAS	0.835432512920971	0.277346892741578	TS (CpG-)
chr9	138394717	0.271773744334179	ITU	SAS	1.08112757911906	0.277346892741578	TS (CpG-)
chr10	133797422	0.343841720634896	ITU	SAS	0.942653981078954	0.277346892741578	TS (CpG-)
chr11	135086622	0.313132580560968	ITU	SAS	0.811286929594381	0.277346892741578	TS (CpG-)
chr12	133275309	0.252624128948259	ITU	SAS	0.820642658487224	0.277346892741578	TS (CpG-)
chr13	114364328	0.206225816140607	ITU	SAS	0.830562664902976	0.277346892741578	TS (CpG-)
chr14	107043718	0.26098987648737	ITU	SAS	0.930949117544956	0.277346892741578	TS (CpG-)
chr15	101991189	0.241498760016501	ITU	SAS	1.11851767830206	0.277346892741578	TS (CpG-)
chr16	90338345	0.399806362844112	ITU	SAS	1.05658603962611	0.277346892741578	TS (CpG-)
chr17	83257441	0.437997523118651	ITU	SAS	1.03626805547032	0.277346892741578	TS (CpG-)
chr18	80373285	0.2767419223463	ITU	SAS	0.983295827278935	0.277346892741578	TS (CpG-)
chr19	58617616	0.568516513697341	ITU	SAS	1.45610160823413	0.277346892741578	TS (CpG-)
chr20	64444167	0.440346160073562	ITU	SAS	1.0594077711155	0.277346892741578	TS (CpG-)
chr21	46709983	0.298404759480257	ITU	SAS	1.26097030669851	0.277346892741578	TS (CpG-)
chr22	50818468	0.595142756291997	ITU	SAS	1.29145774124546	0.277346892741578	TS (CpG-)
chr1	248956422	0.292724817040979	JPT	EAS	0.833225564331963	0.241567878972036	TS (CpG-)
chr2	242193529	0.204689502805099	JPT	EAS	0.79613981094385	0.241567878972036	TS (CpG-)
chr3	198295559	0.16986541463615	JPT	EAS	0.824804399535251	0.241567878972036	TS (CpG-)
chr4	190214555	0.16159701709522	JPT	EAS	0.797024589014364	0.241567878972036	TS (CpG-)
chr5	181538259	0.178308644019753	JPT	EAS	0.784622135661901	0.241567878972036	TS (CpG-)
chr6	170805979	0.231144304231768	JPT	EAS	0.817964334101358	0.241567878972036	TS (CpG-)
chr7	159345973	0.208133162495159	JPT	EAS	0.846992748354609	0.241567878972036	TS (CpG-)
chr8	145138636	0.220160369080081	JPT	EAS	0.911311243033353	0.241567878972036	TS (CpG-)
chr9	138394717	0.237018167959698	JPT	EAS	1.47199395306511	0.241567878972036	TS (CpG-)
chr10	133797422	0.267108350487779	JPT	EAS	0.92685017215048	0.241567878972036	TS (CpG-)
chr11	135086622	0.297672500911129	JPT	EAS	0.853475265188032	0.241567878972036	TS (CpG-)
chr12	133275309	0.242915495504426	JPT	EAS	0.913403347869795	0.241567878972036	TS (CpG-)
chr13	114364328	0.182283578789001	JPT	EAS	0.893443753980605	0.241567878972036	TS (CpG-)
chr14	107043718	0.232975716983849	JPT	EAS	1.02503550480701	0.241567878972036	TS (CpG-)
chr15	101991189	0.207429423493536	JPT	EAS	1.20538348771676	0.241567878972036	TS (CpG-)
chr16	90338345	0.371809620487403	JPT	EAS	1.26038117101931	0.241567878972036	TS (CpG-)
chr17	83257441	0.386171981783396	JPT	EAS	1.1672175896796	0.241567878972036	TS (CpG-)
chr18	80373285	0.22139494641087	JPT	EAS	1.13456425037273	0.241567878972036	TS (CpG-)
chr19	58617616	0.485901193174918	JPT	EAS	1.53604787995079	0.241567878972036	TS (CpG-)
chr20	64444167	0.400221834230651	JPT	EAS	1.10972080835164	0.241567878972036	TS (CpG-)
chr21	46709983	0.257957039962778	JPT	EAS	1.32724318799449	0.241567878972036	TS (CpG-)
chr22	50818468	0.496996506329918	JPT	EAS	1.44537543290762	0.241567878972036	TS (CpG-)
chr1	248956422	0.312068198288263	KHV	EAS	0.798521279978373	0.245270902757017	TS (CpG-)
chr2	242193529	0.200977278255167	KHV	EAS	0.744817240233158	0.245270902757017	TS (CpG-)
chr3	198295559	0.167396668568704	KHV	EAS	0.779796644394685	0.245270902757017	TS (CpG-)
chr4	190214555	0.172616110069569	KHV	EAS	0.751104168065087	0.245270902757017	TS (CpG-)
chr5	181538259	0.178605176735527	KHV	EAS	0.727278806225386	0.245270902757017	TS (CpG-)
chr6	170805979	0.238615372783854	KHV	EAS	0.812929849441933	0.245270902757017	TS (CpG-)
chr7	159345973	0.20489816399679	KHV	EAS	0.840398123302448	0.245270902757017	TS (CpG-)
chr8	145138636	0.213450246906087	KHV	EAS	0.838860208106619	0.245270902757017	TS (CpG-)
chr9	138394717	0.238044328540149	KHV	EAS	1.04764786008654	0.245270902757017	TS (CpG-)
chr10	133797422	0.282035466100008	KHV	EAS	0.966419857182792	0.245270902757017	TS (CpG-)
chr11	135086622	0.301088938120524	KHV	EAS	0.817565138549592	0.245270902757017	TS (CpG-)
chr12	133275309	0.240841572831317	KHV	EAS	0.844506190048353	0.245270902757017	TS (CpG-)
chr13	114364328	0.183643268873221	KHV	EAS	0.869521268559079	0.245270902757017	TS (CpG-)
chr14	107043718	0.23599067153349	KHV	EAS	0.920241417248098	0.245270902757017	TS (CpG-)
chr15	101991189	0.204258789985659	KHV	EAS	1.13780298902013	0.245270902757017	TS (CpG-)
chr16	90338345	0.371127998319236	KHV	EAS	1.32817707149228	0.245270902757017	TS (CpG-)
chr17	83257441	0.384259127948564	KHV	EAS	1.14143796296345	0.245270902757017	TS (CpG-)
chr18	80373285	0.233706773906218	KHV	EAS	1.11707376173482	0.245270902757017	TS (CpG-)
chr19	58617616	0.497149795244604	KHV	EAS	1.32976081671513	0.245270902757017	TS (CpG-)
chr20	64444167	0.394590112788077	KHV	EAS	1.13316961719262	0.245270902757017	TS (CpG-)
chr21	46709983	0.260765527491035	KHV	EAS	1.4292765829855	0.245270902757017	TS (CpG-)
chr22	50818468	0.517585169950391	KHV	EAS	1.37795986410567	0.245270902757017	TS (CpG-)
chr1	248956422	0.361595488964037	LWK	AFR	0.632989954669025	0.30464335164972	TS (CpG-)
chr2	242193529	0.261641506954458	LWK	AFR	0.614904004612227	0.30464335164972	TS (CpG-)
chr3	198295559	0.223270099162216	LWK	AFR	0.626782107935442	0.30464335164972	TS (CpG-)
chr4	190214555	0.210664940427222	LWK	AFR	0.654550167439517	0.30464335164972	TS (CpG-)
chr5	181538259	0.217863652931287	LWK	AFR	0.647882865835368	0.30464335164972	TS (CpG-)
chr6	170805979	0.27503605348837	LWK	AFR	0.63204414390212	0.30464335164972	TS (CpG-)
chr7	159345973	0.265074098925554	LWK	AFR	0.701856799626783	0.30464335164972	TS (CpG-)
chr8	145138636	0.286537223734619	LWK	AFR	0.736964532763478	0.30464335164972	TS (CpG-)
chr9	138394717	0.254394871529381	LWK	AFR	0.846220192126515	0.30464335164972	TS (CpG-)
chr10	133797422	0.376121716184952	LWK	AFR	0.741744893356642	0.30464335164972	TS (CpG-)
chr11	135086622	0.341103482613306	LWK	AFR	0.677118069308633	0.30464335164972	TS (CpG-)
chr12	133275309	0.290905807628746	LWK	AFR	0.687687208175531	0.30464335164972	TS (CpG-)
chr13	114364328	0.213834704110154	LWK	AFR	0.704858460318834	0.30464335164972	TS (CpG-)
chr14	107043718	0.279548401618277	LWK	AFR	0.784915592266598	0.30464335164972	TS (CpG-)
chr15	101991189	0.307884110239924	LWK	AFR	0.968322952724146	0.30464335164972	TS (CpG-)
chr16	90338345	0.45496451538093	LWK	AFR	0.851917559305001	0.30464335164972	TS (CpG-)
chr17	83257441	0.514142670878831	LWK	AFR	0.946424527382037	0.30464335164972	TS (CpG-)
chr18	80373285	0.276909727342911	LWK	AFR	0.876303516654329	0.30464335164972	TS (CpG-)
chr19	58617616	0.664858866204515	LWK	AFR	1.1133339462731	0.30464335164972	TS (CpG-)
chr20	64444167	0.510452763381349	LWK	AFR	0.888510565466645	0.30464335164972	TS (CpG-)
chr21	46709983	0.306827173831372	LWK	AFR	1.17490306455234	0.30464335164972	TS (CpG-)
chr22	50818468	0.679112935477551	LWK	AFR	1.1703927992227	0.30464335164972	TS (CpG-)
chr1	248956422	0.361614582653923	MSL	AFR	0.726216219163954	0.303456855060326	TS (CpG-)
chr2	242193529	0.256877231699116	MSL	AFR	0.720393424466188	0.303456855060326	TS (CpG-)
chr3	198295559	0.218461813887829	MSL	AFR	0.732829096451178	0.303456855060326	TS (CpG-)
chr4	190214555	0.214433658116123	MSL	AFR	0.750218237001817	0.303456855060326	TS (CpG-)
chr5	181538259	0.222856262340135	MSL	AFR	0.729035710072571	0.303456855060326	TS (CpG-)
chr6	170805979	0.271650522249677	MSL	AFR	0.752821596583139	0.303456855060326	TS (CpG-)
chr7	159345973	0.262417233208965	MSL	AFR	0.810330012523223	0.303456855060326	TS (CpG-)
chr8	145138636	0.284638729830592	MSL	AFR	0.830958069089958	0.303456855060326	TS (CpG-)
chr9	138394717	0.264284362975386	MSL	AFR	0.981935800429309	0.303456855060326	TS (CpG-)
chr10	133797422	0.368150108655058	MSL	AFR	0.878638378847022	0.303456855060326	TS (CpG-)
chr11	135086622	0.342850983936158	MSL	AFR	0.781100298304145	0.303456855060326	TS (CpG-)
chr12	133275309	0.285689272858662	MSL	AFR	0.811537198912236	0.303456855060326	TS (CpG-)
chr13	114364328	0.216311705891408	MSL	AFR	0.881491813794569	0.303456855060326	TS (CpG-)
chr14	107043718	0.278310468670805	MSL	AFR	0.900174528478276	0.303456855060326	TS (CpG-)
chr15	101991189	0.306848591190925	MSL	AFR	1.11592995575757	0.303456855060326	TS (CpG-)
chr16	90338345	0.446566733964665	MSL	AFR	1.00133186381042	0.303456855060326	TS (CpG-)
chr17	83257441	0.5214704721915	MSL	AFR	1.14749957259549	0.303456855060326	TS (CpG-)
chr18	80373285	0.283955860567398	MSL	AFR	1.05498070791824	0.303456855060326	TS (CpG-)
chr19	58617616	0.661654833801368	MSL	AFR	1.34071102655873	0.303456855060326	TS (CpG-)
chr20	64444167	0.50361087711825	MSL	AFR	1.07023621996017	0.303456855060326	TS (CpG-)
chr21	46709983	0.288695235390779	MSL	AFR	1.34264777878878	0.303456855060326	TS (CpG-)
chr22	50818468	0.680229439395533	MSL	AFR	1.38526829642275	0.303456855060326	TS (CpG-)
chr1	248956422	0.330357259430684	MXL	AMR	0.579472530385586	0.276738994606862	TS (CpG-)
chr2	242193529	0.238771219947583	MXL	AMR	0.538082854995595	0.276738994606862	TS (CpG-)
chr3	198295559	0.206316093602056	MXL	AMR	0.575534989490206	0.276738994606862	TS (CpG-)
chr4	190214555	0.202130339177028	MXL	AMR	0.559758901734561	0.276738994606862	TS (CpG-)
chr5	181538259	0.211326596237491	MXL	AMR	0.566262208937672	0.276738994606862	TS (CpG-)
chr6	170805979	0.264419464550831	MXL	AMR	0.586322296027519	0.276738994606862	TS (CpG-)
chr7	159345973	0.252122477654314	MXL	AMR	0.630397484236223	0.276738994606862	TS (CpG-)
chr8	145138636	0.243942748786107	MXL	AMR	0.622927296614333	0.276738994606862	TS (CpG-)
chr9	138394717	0.258958290568796	MXL	AMR	0.71684652272856	0.276738994606862	TS (CpG-)
chr10	133797422	0.322693447903458	MXL	AMR	0.681147342321171	0.276738994606862	TS (CpG-)
chr11	135086622	0.324852292932279	MXL	AMR	0.595175294821733	0.276738994606862	TS (CpG-)
chr12	133275309	0.25164552348616	MXL	AMR	0.61875613315908	0.276738994606862	TS (CpG-)
chr13	114364328	0.216137965887845	MXL	AMR	0.634085721821961	0.276738994606862	TS (CpG-)
chr14	107043718	0.252512127461532	MXL	AMR	0.659352731250769	0.276738994606862	TS (CpG-)
chr15	101991189	0.260436502913034	MXL	AMR	0.783362072841425	0.276738994606862	TS (CpG-)
chr16	90338345	0.381961426088072	MXL	AMR	0.757039208705382	0.276738994606862	TS (CpG-)
chr17	83257441	0.454863858539286	MXL	AMR	0.80333938356851	0.276738994606862	TS (CpG-)
chr18	80373285	0.265876953291286	MXL	AMR	0.813759850779026	0.276738994606862	TS (CpG-)
chr19	58617616	0.535112238656271	MXL	AMR	1.19175751846285	0.276738994606862	TS (CpG-)
chr20	64444167	0.414569008379857	MXL	AMR	0.784334587615631	0.276738994606862	TS (CpG-)
chr21	46709983	0.29680711590055	MXL	AMR	1.04740442671474	0.276738994606862	TS (CpG-)
chr22	50818468	0.549293284382797	MXL	AMR	1.00361246479504	0.276738994606862	TS (CpG-)
chr1	248956422	0.285191976002764	PEL	AMR	0.594688490047831	0.233838516430102	TS (CpG-)
chr2	242193529	0.20022915113931	PEL	AMR	0.567968715840639	0.233838516430102	TS (CpG-)
chr3	198295559	0.1643783510797	PEL	AMR	0.629681256689145	0.233838516430102	TS (CpG-)
chr4	190214555	0.172027961006917	PEL	AMR	0.627597102762545	0.233838516430102	TS (CpG-)
chr5	181538259	0.175901587022178	PEL	AMR	0.557570852200775	0.233838516430102	TS (CpG-)
chr6	170805979	0.233762979451562	PEL	AMR	0.613079506252437	0.233838516430102	TS (CpG-)
chr7	159345973	0.214084195019866	PEL	AMR	0.624150570916147	0.233838516430102	TS (CpG-)
chr8	145138636	0.204885966794043	PEL	AMR	0.668068071524544	0.233838516430102	TS (CpG-)
chr9	138394717	0.230950152558292	PEL	AMR	0.791093964078028	0.233838516430102	TS (CpG-)
chr10	133797422	0.275854881014615	PEL	AMR	0.676164330900401	0.233838516430102	TS (CpG-)
chr11	135086622	0.266299487930259	PEL	AMR	0.627259055542511	0.233838516430102	TS (CpG-)
chr12	133275309	0.218949824000426	PEL	AMR	0.631989383931292	0.233838516430102	TS (CpG-)
chr13	114364328	0.178751490677136	PEL	AMR	0.67875300381689	0.233838516430102	TS (CpG-)
chr14	107043718	0.218131509229923	PEL	AMR	0.715309877125654	0.233838516430102	TS (CpG-)
chr15	101991189	0.204276200764718	PEL	AMR	0.837581407549904	0.233838516430102	TS (CpG-)
chr16	90338345	0.335564077952241	PEL	AMR	0.830369212816882	0.233838516430102	TS (CpG-)
chr17	83257441	0.391746381263708	PEL	AMR	0.741945396861534	0.233838516430102	TS (CpG-)
chr18	80373285	0.226128031833373	PEL	AMR	0.82723719677586	0.233838516430102	TS (CpG-)
chr19	58617616	0.469166738895155	PEL	AMR	1.07761152779292	0.233838516430102	TS (CpG-)
chr20	64444167	0.353770570510597	PEL	AMR	0.804213138874497	0.233838516430102	TS (CpG-)
chr21	46709983	0.214951678605001	PEL	AMR	1.00598661479806	0.233838516430102	TS (CpG-)
chr22	50818468	0.445393690148711	PEL	AMR	1.08319734834271	0.233838516430102	TS (CpG-)
chr1	248956422	0.331166097133923	PJL	SAS	0.768492327254749	0.2882990642553	TS (CpG-)
chr2	242193529	0.252277029224832	PJL	SAS	0.785003500124415	0.2882990642553	TS (CpG-)
chr3	198295559	0.213196063519748	PJL	SAS	0.816804331537569	0.2882990642553	TS (CpG-)
chr4	190214555	0.206462431389331	PJL	SAS	0.778853506747334	0.2882990642553	TS (CpG-)
chr5	181538259	0.22003962518389	PJL	SAS	0.800230332403881	0.2882990642553	TS (CpG-)
chr6	170805979	0.2811506726556	PJL	SAS	0.816303935864857	0.2882990642553	TS (CpG-)
chr7	159345973	0.253870013719866	PJL	SAS	0.864415000565284	0.2882990642553	TS (CpG-)
chr8	145138636	0.250273844104967	PJL	SAS	0.903979465384053	0.2882990642553	TS (CpG-)
chr9	138394717	0.294762408678434	PJL	SAS	1.13717836442401	0.2882990642553	TS (CpG-)
chr10	133797422	0.351104564894552	PJL	SAS	0.92333646709127	0.2882990642553	TS (CpG-)
chr11	135086622	0.328546611797707	PJL	SAS	0.859395972980674	0.2882990642553	TS (CpG-)
chr12	133275309	0.264068940465892	PJL	SAS	0.868338362887618	0.2882990642553	TS (CpG-)
chr13	114364328	0.212304407560124	PJL	SAS	0.918144049636447	0.2882990642553	TS (CpG-)
chr14	107043718	0.262244082956695	PJL	SAS	0.98443337991041	0.2882990642553	TS (CpG-)
chr15	101991189	0.26782933804098	PJL	SAS	1.16984839872174	0.2882990642553	TS (CpG-)
chr16	90338345	0.406942455526997	PJL	SAS	1.09936051442253	0.2882990642553	TS (CpG-)
chr17	83257441	0.456221097803313	PJL	SAS	1.13735621208119	0.2882990642553	TS (CpG-)
chr18	80373285	0.285101035098038	PJL	SAS	1.08392208303196	0.2882990642553	TS (CpG-)
chr19	58617616	0.581165855976371	PJL	SAS	1.41446743127162	0.2882990642553	TS (CpG-)
chr20	64444167	0.440030726217602	PJL	SAS	1.14752877054982	0.2882990642553	TS (CpG-)
chr21	46709983	0.304610033102722	PJL	SAS	1.30032297887739	0.2882990642553	TS (CpG-)
chr22	50818468	0.593576081677349	PJL	SAS	1.40475906893491	0.2882990642553	TS (CpG-)
chr1	248956422	0.336002303662553	PUR	AMR	0.721187524091585	0.292660743566842	TS (CpG-)
chr2	242193529	0.250161544332382	PUR	AMR	0.689121431314118	0.292660743566842	TS (CpG-)
chr3	198295559	0.214714155408269	PUR	AMR	0.717233281518247	0.292660743566842	TS (CpG-)
chr4	190214555	0.209703429199957	PUR	AMR	0.709567495042596	0.292660743566842	TS (CpG-)
chr5	181538259	0.23588446793042	PUR	AMR	0.754045410769525	0.292660743566842	TS (CpG-)
chr6	170805979	0.279573707350485	PUR	AMR	0.705659707607773	0.292660743566842	TS (CpG-)
chr7	159345973	0.26885188006421	PUR	AMR	0.775977619713281	0.292660743566842	TS (CpG-)
chr8	145138636	0.261105354576328	PUR	AMR	0.807788014952047	0.292660743566842	TS (CpG-)
chr9	138394717	0.272622923946552	PUR	AMR	0.95516143743233	0.292660743566842	TS (CpG-)
chr10	133797422	0.346696649504655	PUR	AMR	0.863404150120321	0.292660743566842	TS (CpG-)
chr11	135086622	0.328767616979659	PUR	AMR	0.759664378955446	0.292660743566842	TS (CpG-)
chr12	133275309	0.272738702853052	PUR	AMR	0.755762355188686	0.292660743566842	TS (CpG-)
chr13	114364328	0.23073358743081	PUR	AMR	0.82013551088519	0.292660743566842	TS (CpG-)
chr14	107043718	0.26073983968548	PUR	AMR	0.836229023171785	0.292660743566842	TS (CpG-)
chr15	101991189	0.280099856804589	PUR	AMR	0.999576800883891	0.292660743566842	TS (CpG-)
chr16	90338345	0.413637340402711	PUR	AMR	0.98442266668735	0.292660743566842	TS (CpG-)
chr17	83257441	0.480897941831434	PUR	AMR	0.981333231652946	0.292660743566842	TS (CpG-)
chr18	80373285	0.293822400144512	PUR	AMR	0.987227416228233	0.292660743566842	TS (CpG-)
chr19	58617616	0.566804371785762	PUR	AMR	1.37925043237379	0.292660743566842	TS (CpG-)
chr20	64444167	0.450321646178677	PUR	AMR	0.979708592576906	0.292660743566842	TS (CpG-)
chr21	46709983	0.313455497709958	PUR	AMR	1.24551006331157	0.292660743566842	TS (CpG-)
chr22	50818468	0.591755880560156	PUR	AMR	1.22665134914532	0.292660743566842	TS (CpG-)
chr1	248956422	0.32145424863167	STU	SAS	0.678231416007089	0.275973893679887	TS (CpG-)
chr2	242193529	0.23134199061155	STU	SAS	0.680715564229352	0.275973893679887	TS (CpG-)
chr3	198295559	0.206047315081669	STU	SAS	0.706198012636135	0.275973893679887	TS (CpG-)
chr4	190214555	0.192227022355423	STU	SAS	0.713000948408869	0.275973893679887	TS (CpG-)
chr5	181538259	0.203638329901396	STU	SAS	0.713828429231476	0.275973893679887	TS (CpG-)
chr6	170805979	0.274218390469978	STU	SAS	0.705699264197642	0.275973893679887	TS (CpG-)
chr7	159345973	0.249450690654975	STU	SAS	0.75690652957628	0.275973893679887	TS (CpG-)
chr8	145138636	0.24634196708613	STU	SAS	0.782886415372746	0.275973893679887	TS (CpG-)
chr9	138394717	0.277824746973919	STU	SAS	1.03715581490635	0.275973893679887	TS (CpG-)
chr10	133797422	0.340956422185947	STU	SAS	0.780309914631849	0.275973893679887	TS (CpG-)
chr11	135086622	0.308249571366881	STU	SAS	0.75376167805518	0.275973893679887	TS (CpG-)
chr12	133275309	0.251713950468713	STU	SAS	0.745822822005866	0.275973893679887	TS (CpG-)
chr13	114364328	0.202700864081059	STU	SAS	0.80426320788682	0.275973893679887	TS (CpG-)
chr14	107043718	0.257447426481608	STU	SAS	0.85812410114867	0.275973893679887	TS (CpG-)
chr15	101991189	0.247830549022195	STU	SAS	0.962754889208212	0.275973893679887	TS (CpG-)
chr16	90338345	0.394615269229001	STU	SAS	0.912553675739191	0.275973893679887	TS (CpG-)
chr17	83257441	0.437826635792169	STU	SAS	0.945619777947004	0.275973893679887	TS (CpG-)
chr18	80373285	0.269588204733642	STU	SAS	1.181796608028	0.275973893679887	TS (CpG-)
chr19	58617616	0.556116623768923	STU	SAS	1.18876860646589	0.275973893679887	TS (CpG-)
chr20	64444167	0.429754069934757	STU	SAS	1.01515756156428	0.275973893679887	TS (CpG-)
chr21	46709983	0.29161339984224	STU	SAS	1.10707010703199	0.275973893679887	TS (CpG-)
chr22	50818468	0.56644854243286	STU	SAS	1.12223087600574	0.275973893679887	TS (CpG-)
chr1	248956422	0.352050573975979	TSI	EUR	0.720287017554453	0.312490160840915	TS (CpG-)
chr2	242193529	0.269334100921536	TSI	EUR	0.725060948596874	0.312490160840915	TS (CpG-)
chr3	198295559	0.239685256383398	TSI	EUR	0.736307676647501	0.312490160840915	TS (CpG-)
chr4	190214555	0.234843938864544	TSI	EUR	0.746113377820252	0.312490160840915	TS (CpG-)
chr5	181538259	0.25712695918249	TSI	EUR	0.727367605943088	0.312490160840915	TS (CpG-)
chr6	170805979	0.299605189414987	TSI	EUR	0.771541244654946	0.312490160840915	TS (CpG-)
chr7	159345973	0.277915639409387	TSI	EUR	0.795158305542454	0.312490160840915	TS (CpG-)
chr8	145138636	0.278818868598302	TSI	EUR	0.806934668279587	0.312490160840915	TS (CpG-)
chr9	138394717	0.298289520713198	TSI	EUR	1.11382128396409	0.312490160840915	TS (CpG-)
chr10	133797422	0.367241733491851	TSI	EUR	0.874912678342994	0.312490160840915	TS (CpG-)
chr11	135086622	0.360471085145796	TSI	EUR	0.786803670907385	0.312490160840915	TS (CpG-)
chr12	133275309	0.287237070345942	TSI	EUR	0.791783931076905	0.312490160840915	TS (CpG-)
chr13	114364328	0.245217211992332	TSI	EUR	0.83824823267946	0.312490160840915	TS (CpG-)
chr14	107043718	0.276576750534628	TSI	EUR	0.918706477201831	0.312490160840915	TS (CpG-)
chr15	101991189	0.291296234387391	TSI	EUR	1.04225466542124	0.312490160840915	TS (CpG-)
chr16	90338345	0.432438462820259	TSI	EUR	1.00724555801098	0.312490160840915	TS (CpG-)
chr17	83257441	0.507673562840454	TSI	EUR	1.01868638167794	0.312490160840915	TS (CpG-)
chr18	80373285	0.313830018711913	TSI	EUR	1.06280373488334	0.312490160840915	TS (CpG-)
chr19	58617616	0.577975036165933	TSI	EUR	1.37441450894711	0.312490160840915	TS (CpG-)
chr20	64444167	0.470882095248515	TSI	EUR	1.09133838419659	0.312490160840915	TS (CpG-)
chr21	46709983	0.3484963270133	TSI	EUR	1.34051634941589	0.312490160840915	TS (CpG-)
chr22	50818468	0.621034127949183	TSI	EUR	1.29718167493405	0.312490160840915	TS (CpG-)
chr1	248956422	0.366245470353351	YRI	AFR	0.685783735697955	0.304455366826347	TS (CpG-)
chr2	242193529	0.261125055584298	YRI	AFR	0.681110904047995	0.304455366826347	TS (CpG-)
chr3	198295559	0.222793029193071	YRI	AFR	0.686104762110133	0.304455366826347	TS (CpG-)
chr4	190214555	0.207802567724848	YRI	AFR	0.7435193866838	0.304455366826347	TS (CpG-)
chr5	181538259	0.22843285761413	YRI	AFR	0.688027508281026	0.304455366826347	TS (CpG-)
chr6	170805979	0.269682051324168	YRI	AFR	0.694773081448792	0.304455366826347	TS (CpG-)
chr7	159345973	0.255784213238233	YRI	AFR	0.74696726627611	0.304455366826347	TS (CpG-)
chr8	145138636	0.288540368790651	YRI	AFR	0.770348379322674	0.304455366826347	TS (CpG-)
chr9	138394717	0.263840208599415	YRI	AFR	0.977212446888996	0.304455366826347	TS (CpG-)
chr10	133797422	0.373500236286575	YRI	AFR	0.810778246693081	0.304455366826347	TS (CpG-)
chr11	135086622	0.340649748673743	YRI	AFR	0.736834908957531	0.304455366826347	TS (CpG-)
chr12	133275309	0.288570401782954	YRI	AFR	0.767135433703375	0.304455366826347	TS (CpG-)
chr13	114364328	0.214532555977239	YRI	AFR	0.797334760747316	0.304455366826347	TS (CpG-)
chr14	107043718	0.281794836996678	YRI	AFR	0.823631703923737	0.304455366826347	TS (CpG-)
chr15	101991189	0.321761341992061	YRI	AFR	1.04114829938583	0.304455366826347	TS (CpG-)
chr16	90338345	0.456511654843583	YRI	AFR	0.958454472363975	0.304455366826347	TS (CpG-)
chr17	83257441	0.511031203251575	YRI	AFR	1.02277415669326	0.304455366826347	TS (CpG-)
chr18	80373285	0.272583111755007	YRI	AFR	0.975597067167833	0.304455366826347	TS (CpG-)
chr19	58617616	0.655505759303683	YRI	AFR	1.2256898694543	0.304455366826347	TS (CpG-)
